Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,PS,TQV,CLOUD_AMT,TOA_SW_DWN,City
10/17/2022,14.31,17.59,8.98,88.49,0.88,3.05,2.6566,3.1344,100.85,17.82,68.26,4.4801,London
10/18/2022,11.66,18.42,5.67,81.67,0.04,2.19,2.8205,3.0336,101.81,12.95,50.63,4.4062,London
10/19/2022,13.45,15.98,10.88,87.79,3.48,5.22,2.2145,2.6458,101.01,26.79,81.13,4.333,London
10/20/2022,13.78,18.13,9.67,92.57,4.53,2.05,1.223,2.6618,99.8,23.41,75.14,4.2602,London
10/21/2022,15.38,18.52,10.88,87.64,4.83,4.85,1.3906,2.6546,99.29,24.09,92.44,4.1885,London
10/22/2022,14.55,18.55,11.38,88.73,0.74,3.35,1.789,2.7442,100.01,20.11,84.27,4.1172,London
10/23/2022,15.81,19.48,13.87,88.91,17.41,4.36,1.8106,2.4718,99.2,26.21,88.68,4.0469,London
10/24/2022,13.91,17.54,11.26,88.04,3.56,4.68,1.9018,2.5867,99.39,21.16,70.48,3.977,London
10/25/2022,13.43,17.51,9.74,90.66,1.05,3.25,1.7388,2.5766,100.17,21.63,82.49,3.9084,London
10/26/2022,15.36,19.31,13.29,90.56,0.52,4.38,2.0002,2.5094,100.22,21.04,69.43,3.8405,London
10/27/2022,16.03,19.9,13.24,92.78,0.56,3.52,1.314,2.2315,100.49,28.27,96.94,3.7733,London
10/28/2022,14.49,18.67,9.52,88.51,0.12,3.09,1.8941,2.4142,100.62,21.55,85.82,3.7073,London
10/29/2022,15.47,20.86,9.46,92.35,1.76,3.12,1.6795,2.0129,100.47,29.55,96.03,3.6422,London
10/30/2022,13.34,15.74,11.63,93.34,2.14,3.68,1.218,2.334,100.58,19.96,74.84,3.5777,London
10/31/2022,13.98,17.23,11.05,90.04,4.57,3.73,1.6416,2.2459,100.15,20.21,72.91,3.5141,London
11/1/2022,12.8,15.43,9.74,83.27,5.49,7.44,1.512,2.2428,99.72,17.71,64.34,3.4519,London
11/2/2022,11.7,15.04,6.86,82.73,1.84,6.2,1.3015,2.1677,100.36,15.36,62.06,3.3905,London
11/3/2022,10.52,13.76,6.82,92.82,24.43,2.81,1.1467,2.2018,99.13,19.17,86.86,3.3302,London
11/4/2022,7.71,12.42,3.59,89.31,3.46,3.33,1.9838,2.1874,100.08,11.77,40.82,3.2707,London
11/5/2022,9.06,12.66,2.61,96.23,4.16,3.55,0.6917,2.0218,100.4,20.33,92.84,3.2119,London
11/6/2022,12.29,13.93,10.29,94.14,17.71,4.67,0.5856,1.9646,99.38,21.03,82.2,3.1543,London
11/7/2022,12.81,15.15,10.56,91.62,3.3,5.62,0.6307,1.859,99.45,21.31,97.36,3.0974,London
11/8/2022,12.78,14.31,11.55,86.64,3.58,6.61,1.1592,1.9478,98.88,18.61,70.57,3.042,London
11/9/2022,10.7,13.51,8.54,91.3,3.51,4.13,1.5434,1.9536,99.77,17.31,57.41,2.9875,London
11/10/2022,12.28,15.45,8.85,89.45,0.1,5.14,0.666,1.8394,101.06,16.97,86.26,2.934,London
11/11/2022,12.34,16.03,7.78,90.43,0.09,4.22,0.8482,1.8163,101.63,13.21,88.2,2.8819,London
11/12/2022,10.8,16.08,7.38,95.11,0.21,2.27,1.5242,1.7136,101.72,17.43,43.02,2.8306,London
11/13/2022,10.55,15.14,8.26,96.78,0.24,1.94,1.3296,1.6651,100.98,17.87,65.7,2.7806,London
11/14/2022,10.58,15.67,7.35,95.84,0.52,1.73,0.677,1.5353,99.88,18.85,93.19,2.7322,London
11/15/2022,9.57,12.64,7.14,93.11,8.11,4.43,0.7234,1.5965,98.71,18.65,73.43,2.6846,London
11/16/2022,9.99,12.23,8.29,92.95,19.86,3.92,1.2307,1.6188,97.86,17.95,85.86,2.6383,London
11/17/2022,8.6,10.82,6.64,91.81,6.9,6.27,0.8657,1.5108,97.37,16.14,91.47,2.5932,London
11/18/2022,7.42,11.59,4.44,92.85,0.9,3.76,1.1738,1.6205,99.17,14.32,59.65,2.5495,London
11/19/2022,6.19,9.33,4.28,96.05,0.78,2.11,1.0378,1.5866,100.24,13.5,67.69,2.5068,London
11/20/2022,6.67,10.1,3.99,94.55,3.32,3.12,1.2662,1.6056,99.86,12.81,61.45,2.4653,London
11/21/2022,6.3,8.46,4.33,95.29,8.28,4.63,0.227,1.4023,98.41,14.15,84.48,2.4247,London
11/22/2022,5.29,7.72,3.57,96.58,2.47,3.19,1.1069,1.4597,97.95,13.26,53.79,2.3856,London
11/23/2022,8.25,11.31,4.36,91.27,6.61,4.7,1.019,1.4482,98.31,13.72,54.48,2.3482,London
11/24/2022,8.73,11.88,5.41,93.35,5.44,4.53,0.6166,1.3706,99.36,13.52,51.97,2.3119,London
11/25/2022,7.76,11.55,5.42,93.26,0.15,3.28,1.4621,1.4765,100.59,11.8,30.05,2.2771,London
11/26/2022,8.93,11.2,6.43,92.67,2.99,4.02,0.8102,1.3949,101.28,18.43,99.28,2.2433,London
11/27/2022,9.8,12.06,7.23,96.88,8.99,2.54,0.4783,1.3517,100.27,21.73,97.93,2.2106,London
11/28/2022,6.86,10.47,5.24,96.84,1.24,1.44,0.9422,1.3262,100.03,14.01,47.04,2.1792,London
11/29/2022,5.6,6.69,4.79,95.7,0.43,1.42,0.4738,1.2701,101.07,12.06,75.45,2.149,London
11/30/2022,6.18,9.56,3.86,95.94,0.14,1.29,0.7584,1.2516,101.6,11.38,71.4,2.1204,London
12/1/2022,4.53,8.34,2.37,96.16,0.13,2.03,0.7044,1.1693,101.91,13.27,77.63,2.093,London
12/2/2022,4.46,7.18,3.37,95.22,0.47,3.25,0.6792,1.1263,101.58,12.99,82.57,2.0669,London
12/3/2022,4.36,7.4,2.99,89.54,0.36,3.65,0.6194,1.1078,101.1,11.62,89.89,2.0419,London
12/4/2022,3.87,5.98,3.03,91.27,0.34,3.13,0.4637,1.1081,100.8,12.5,95.62,2.0179,London
12/5/2022,4.94,7.69,3.44,96.39,0.74,3.09,0.5446,1.0759,101.23,13.08,96.42,1.9954,London
12/6/2022,3.48,5.6,1.79,95.63,0.14,3.24,1.0368,1.2031,101.4,9.47,49.38,1.9742,London
12/7/2022,1.45,3.83,-1.05,94.81,0.16,2.63,1.0534,1.2346,101.11,9.3,25.98,1.9548,London
12/8/2022,-1.72,2.82,-4.28,95.11,0.06,2.15,1.2247,1.2329,100.2,6.71,4.25,1.9366,London
12/9/2022,-1.69,2.26,-3.38,96.81,0.2,2.07,1.073,1.2348,99.91,5.94,33.93,1.92,London
12/10/2022,-0.73,2.98,-1.94,96.98,0.19,1.77,1.1225,1.1671,100.05,7.81,17.89,1.9044,London
12/11/2022,-0.78,0.66,-1.98,97.71,2.43,1.25,0.4438,1.1177,99.82,9.06,90.32,1.89,London
12/12/2022,-0.57,1.92,-2.41,97.6,0.77,1.43,0.4198,1.1232,99.91,7.47,91.25,1.8773,London
12/13/2022,-1.08,0.69,-2.29,91.87,0,1.67,0.4418,1.1633,99.78,5.88,97.77,1.8655,London
12/14/2022,-0.93,0.97,-2.49,94.94,0.07,3.07,0.6955,1.1921,99.63,5.72,80.04,1.8554,London
12/15/2022,-2.25,0.78,-4.67,94.79,0.05,2.59,1.1465,1.2118,100.15,5.11,22.75,1.8463,London
12/16/2022,-1.61,2.01,-3.56,95.53,0.05,1.82,1.0841,1.1731,100.85,5.02,33.76,1.8386,London
12/17/2022,0.2,4.54,-3.2,94.22,0.16,2.43,0.6612,1.0718,101.27,6.57,83.64,1.8324,London
12/18/2022,1.7,7.6,-1.89,95.37,10.91,4.35,0.1994,1.0154,100.65,16.91,99.71,1.8278,London
12/19/2022,10.26,11.42,8,96.26,3.41,6.87,0.4558,0.9953,99.79,25.14,94.89,1.8242,London
12/20/2022,8.29,11.49,4.43,95.75,1.17,3.98,1.1095,1.1465,99.81,15.69,55.06,1.8221,London
12/21/2022,6.49,10.1,4.71,98.54,1.28,2.62,0.7037,1.1074,99.71,14.72,79.4,1.8211,London
12/22/2022,7.08,10.38,3.69,97.96,1.88,2.6,0.4298,1.0774,99.4,17.48,79.47,1.8211,London
12/23/2022,8.52,11.41,6.55,96.71,12.22,3.57,0.6962,1.0356,99.28,17.08,55.18,1.823,London
12/24/2022,8.41,10.06,6.66,96.68,2.05,3.34,0.6991,1.127,100,13.09,63.88,1.8259,London
12/25/2022,9.23,10.56,7.69,95.86,2.23,3.95,0.4411,1.0889,99.87,15.75,90.28,1.8302,London
12/26/2022,5.64,8.68,2.96,90.82,0.2,4.39,1.0898,1.1746,100.58,9.29,22.81,1.8362,London
12/27/2022,6.57,9.64,3.11,94.16,2.26,5.03,0.5614,1.0848,100.93,15.21,88.15,1.8434,London
12/28/2022,9.95,11.4,8.28,94.15,6.83,7.06,0.3142,1.0992,99.22,18.79,96.76,1.8521,London
12/29/2022,7.16,8.57,4.58,91.33,0.87,6,0.8844,1.1741,99.15,11.74,44.06,1.8619,London
12/30/2022,9.07,12.4,5.16,95.38,4.37,5.96,0.5232,1.0908,98.81,17.14,96.68,1.8727,London
12/31/2022,11.71,12.62,9.92,93.25,12,7.26,0.348,1.0438,99.04,23.04,99.51,1.8852,London
1/1/2023,9.18,10.58,6.36,94.45,2.26,4.47,0.6343,1.1736,99.89,15.47,94.83,1.8991,London
1/2/2023,4.84,7.31,-0.06,96.35,1.03,1.97,1.049,1.2158,100.76,9.87,42.18,1.9145,London
1/3/2023,7.7,11.58,-0.01,96.34,5.1,5.55,0.2347,1.0937,100.91,19.35,85.38,1.9313,London
1/4/2023,11.06,12.39,9.31,92.64,0.85,6.86,0.6742,1.1794,100.5,17.83,97.67,1.9493,London
1/5/2023,9.94,12.27,8.48,94.69,0.68,4.76,0.6101,1.1611,100.87,16.25,97.77,1.969,London
1/6/2023,8.65,11.03,4.3,94.59,2.85,4.61,0.799,1.2653,100.4,14.41,73.14,1.9896,London
1/7/2023,8.98,11.04,6.3,91.09,5.51,6.97,0.3938,1.163,99.15,16.54,76.01,2.0114,London
1/8/2023,6.96,9.08,4.39,93.51,4.54,5.19,0.4462,1.2626,98.34,13.04,76.2,2.0345,London
1/9/2023,5.21,7.61,3.29,92.41,2.38,4.7,1.1052,1.3231,99.15,10.96,44.8,2.0587,London
1/10/2023,7.77,11.89,2.45,95.77,9.1,5.9,0.3194,1.217,99.83,18.5,95,2.0846,London
1/11/2023,8,9.61,6.11,91.53,2.31,6.21,0.6254,1.3181,99.9,13.23,71.56,2.1118,London
1/12/2023,9.75,11.35,6,91.4,5.77,7.66,0.3713,1.3056,99.38,17.8,78.38,2.1401,London
1/13/2023,6.64,8.71,4.53,89.3,1.05,6.47,1.1962,1.3961,99.94,10.58,55.69,2.1698,London
1/14/2023,8.23,11.64,4.74,90.89,9.82,6.43,0.6067,1.3277,99.05,17.22,98.23,2.201,London
1/15/2023,4.29,6.89,2.38,90.47,0.8,5.11,1.0896,1.4366,98.79,8.66,56.57,2.2334,London
1/16/2023,0.92,4.15,-5.05,95.26,13.16,4.33,0.833,1.4945,97.59,8.12,70.78,2.267,London
1/17/2023,-2.48,2.14,-4.86,95.88,0.42,1.4,1.2727,1.548,97.99,4.47,59.31,2.3021,London
1/18/2023,-0.42,2.99,-2.42,97.06,2.47,3.4,1.405,1.5209,98.87,6.9,33.99,2.3388,London
1/19/2023,-0.53,3.1,-1.83,96.74,0.17,2.26,1.4441,1.5394,99.86,7.27,33.43,2.377,London
1/20/2023,0.63,4.59,-1.4,96.13,0.1,3.59,1.4969,1.5852,100.96,7.44,16.53,2.4166,London
1/21/2023,0.68,5.43,-1.95,93.39,0.08,1.58,1.3404,1.6406,102.28,5.57,28.22,2.4576,London
1/22/2023,-0.29,4.23,-2.68,92.88,0.1,0.97,1.1446,1.6289,102.57,4.29,58.86,2.5001,London
1/23/2023,-0.34,4.43,-2.84,95.77,0.08,1.39,1.4902,1.6478,102.79,6.29,34.54,2.5438,London
1/24/2023,0.55,4.14,-1.74,96.83,0.15,1.42,1.3562,1.6795,102.92,7.05,33.92,2.5889,London
1/25/2023,0.79,3.49,-1.63,98.51,1.74,2.19,0.5412,1.6222,102.32,10.95,84.69,2.6345,London
1/26/2023,2.67,5.57,0.45,97.07,0.69,4.24,0.9989,1.7294,102.05,8.43,44.48,2.6813,London
1/27/2023,2.91,6.95,-0.76,92.48,0.22,3.22,1.0126,1.7993,102.08,6.92,56.77,2.7298,London
1/28/2023,1.8,5.88,-1.73,93.15,0.15,1.38,0.8546,1.7705,102.21,9.35,86.55,2.7792,London
1/29/2023,3.74,6.97,1.09,98.18,0.26,3.27,0.7786,1.842,101.66,12.6,84.93,2.8298,London
1/30/2023,4.42,8.09,0.62,92.17,0.09,3.5,1.6392,1.9786,101.49,9.79,59.96,2.8819,London
1/31/2023,4.56,10.44,1.52,92.63,0.1,4.17,1.4021,1.9694,101.48,10.68,57.28,2.9354,London
2/1/2023,5.1,9.31,1.96,91.78,0.02,5.14,1.0126,1.8562,101.47,12.12,72.34,2.9899,London
2/2/2023,7.36,11.05,3.86,92.93,0.21,4.95,0.755,1.9694,101.73,12.58,98.07,3.0454,London
2/3/2023,8.47,12.11,6.79,92.28,0.09,4.29,1.2149,2.0225,102.15,12.08,90.15,3.1022,London
2/4/2023,6.64,9.69,4.97,93.75,0.24,2.3,0.7258,2.125,102.81,10.8,79.02,3.1598,London
2/5/2023,3.95,8.33,0.02,89.5,0.04,2.81,1.9135,2.256,103.43,7.39,45.8,3.2189,London
2/6/2023,3.75,9.01,0.24,80.74,0.04,0.91,2.22,2.2649,103.21,6.47,39.76,3.2789,London
2/7/2023,1.95,7.2,-0.44,90.53,0.17,0.94,2.1331,2.3074,102.91,6.81,13.77,3.3396,London
2/8/2023,1.02,7.02,-1.43,91.85,0.1,1.59,2.2872,2.346,102.47,6,33.08,3.4006,London
2/9/2023,3.1,8.83,-0.63,89.02,0.15,1.82,1.7837,2.4125,102.34,8.33,78.61,3.4637,London
2/10/2023,3.03,6.6,-1.43,93.12,0.06,2.7,1.6418,2.2997,102.67,12.63,84.68,3.5285,London
2/11/2023,6.6,10.21,4.3,90.49,0.15,1.78,1.104,2.3798,102.7,13.08,85.6,3.594,London
2/12/2023,6.57,9.25,3.09,90.84,0.29,1.23,0.8837,2.4746,102.78,10.67,84.69,3.6598,London
2/13/2023,4.52,10.68,1.12,93.59,0.04,1.88,2.3042,2.5382,102.44,8.37,48.49,3.7267,London
2/14/2023,5.1,10.94,2.06,95.79,0.27,1.67,2.1502,2.4974,102.1,8.29,61.41,3.7939,London
2/15/2023,7.31,12.89,1.8,93.38,0.23,2.99,2.3167,2.4511,101.39,13.2,70.17,3.8626,London
2/16/2023,8.65,11.66,5.72,95.22,0.93,4.06,1.0346,2.5272,101.08,18.56,98.17,3.9326,London
2/17/2023,10.56,13.87,8.23,93.32,0.42,5.43,1.3618,2.5963,101.18,20.84,99.53,4.0034,London
2/18/2023,10.22,12.53,8.6,91,0.37,5.55,1.1755,2.689,101.15,15.32,90.76,4.0757,London
2/19/2023,8.1,12.15,5.69,88.47,0.06,3.65,2.3196,2.759,101.63,13.43,58.78,4.1489,London
2/20/2023,8.71,12.99,5.46,91.77,0.15,4.33,1.9445,2.8579,101.4,13.64,58.19,4.2226,London
2/21/2023,7.5,10.06,5.41,94.27,0.21,1.83,1.152,2.695,100.82,14.02,91.3,4.2965,London
2/22/2023,6.06,9.08,3.33,94.13,2.45,2.09,1.2312,2.8735,100.25,16.09,92.4,4.3706,London
2/23/2023,4.71,9.14,-1.1,88.48,0.71,3.52,1.1954,3.0917,100.86,8.4,70.45,4.4455,London
2/24/2023,3.15,9.5,-1.9,91.28,0.27,2.78,1.4746,3.0516,100.38,11.33,74.38,4.5211,London
2/25/2023,3.39,7.51,0.71,85.03,0.28,4.31,1.8691,3.2486,100.74,8.21,60.42,4.5984,London
2/26/2023,2.23,6.91,-1.21,80.84,0.09,3.77,2.3462,3.3535,101.73,7.16,38.31,4.6766,London
2/27/2023,2.72,7.85,-1.79,85.8,0.11,3.54,1.8451,3.257,102.15,9.68,38.07,4.7556,London
2/28/2023,4.51,8.78,1.52,88.87,0.54,3.94,1.3582,3.2914,102.26,10.59,67.92,4.835,London
3/1/2023,4.38,8.38,0.68,89.69,0.63,3.28,1.6423,3.445,101.9,8.42,73.78,4.9152,London
3/2/2023,3.13,8.79,-0.51,86.24,0.02,3.41,3.3658,3.5729,101.6,6.29,41.34,4.9966,London
3/3/2023,3.79,7.64,1.41,85.17,0.18,3.16,1.272,3.6494,101.88,7.38,83.37,5.0774,London
3/4/2023,3.85,8.61,0.95,83.54,0.12,2.35,1.296,3.6468,101.92,7.86,82.76,5.1586,London
3/5/2023,1.68,4.86,-0.64,87.66,0.28,1.82,1.62,3.5122,100.89,7.92,99.34,5.2397,London
3/6/2023,3.15,8,-1.78,94.1,1.57,3.03,1.6534,3.6497,99.61,12.34,95.54,5.321,London
3/7/2023,2.57,4.1,-0.79,87.84,4.76,1.67,1.6805,3.7886,99.03,10.39,92.89,5.4029,London
3/8/2023,1.21,3.3,-0.44,93.57,12,4.18,1.2821,3.8071,98.17,14.23,96.66,5.4857,London
3/9/2023,5.19,9.84,0.85,97.72,11.28,2.49,1.0562,3.6108,98.13,17.19,90.56,5.5699,London
3/10/2023,3.47,7.38,0.16,86.9,2.66,3.79,1.7662,3.984,98.72,10.84,84.2,5.6537,London
3/11/2023,2.54,6.7,-2.42,85.01,1.5,2.29,2.6131,3.9158,99.96,11.67,80.62,5.7379,London
3/12/2023,9.22,13.26,5.08,90.38,1.92,5.34,2.1814,4.0411,99.58,17.4,82.2,5.8219,London
3/13/2023,11.29,13.7,9.04,86.63,1.78,8.6,2.3618,4.1158,98.13,15.99,90.47,5.9059,London
3/14/2023,5.83,8.94,2.94,77.75,1.78,4.46,3.4426,4.3666,99.4,8.94,62.46,5.9899,London
3/15/2023,4.57,7.29,1.1,87.24,3.31,2.96,2.1758,4.2578,100.58,12.76,85.19,6.0742,London
3/16/2023,9.8,12.86,7.24,88.71,1.1,4.7,2.22,4.0298,99.68,19.39,96.69,6.1591,London
3/17/2023,10.43,13.97,8.62,91.65,3.56,3.26,2.1504,4.3147,99.51,19.35,85.23,6.2443,London
3/18/2023,10.11,13.42,7.75,88.88,2.05,2.96,2.447,4.242,99.74,17.2,79.05,6.3293,London
3/19/2023,7.82,11.92,4.83,84.7,1.37,2.83,2.6052,4.6498,100.63,12.05,78.96,6.4138,London
3/20/2023,9.12,12.78,5.68,92.92,2.34,4.07,1.4314,4.0579,100.68,24.52,99.44,6.4982,London
3/21/2023,10.17,13.56,7.89,89.08,0.92,5.14,2.6064,4.517,99.92,17.54,93.35,6.583,London
3/22/2023,10.54,13.63,8.54,89.28,3.17,6.77,3.3478,4.6394,99.04,18.31,82.94,6.667,London
3/23/2023,10.68,14.21,7.98,85.75,3.5,6.6,3.0122,4.7918,98.8,14.82,59.47,6.7517,London
3/24/2023,9.74,13.17,7.53,85.7,1.79,6.15,3.4934,4.9994,98.88,12.9,51.87,6.8357,London
3/25/2023,9.41,13.38,6.93,83.68,1.67,5.72,3.5791,4.967,99.44,13.05,79.53,6.9211,London
3/26/2023,6.65,9.03,1.58,89.39,8.67,2.91,1.8816,4.6596,99.78,13.88,99.67,7.0078,London
3/27/2023,4.68,10.27,-0.58,75.34,0.22,1.72,4.182,5.0914,101.52,7.31,73.9,7.0937,London
3/28/2023,6.76,10.26,2.2,85.66,3.69,4.66,1.5108,4.8065,100.88,15.5,96.69,7.1789,London
3/29/2023,10.94,13.93,8.05,91.13,1.8,4.5,1.2622,4.5502,99.9,20.88,98.67,7.2658,London
3/30/2023,11.56,14.96,9.7,85.96,6.11,6.03,3.623,5.2022,99.38,17.11,76.41,7.35,London
3/31/2023,10.58,12.92,8.81,90.47,11.7,6.31,1.9541,5.0215,97.96,19.73,99.01,7.4342,London
4/1/2023,8.27,11.24,5.53,88.97,1.27,4.09,1.9368,5.1578,99.69,16.14,95.96,7.518,London
4/2/2023,6.74,11.82,1.03,78.45,0.04,3.82,3.0276,5.4377,101.6,10.23,66.37,7.6015,London
4/3/2023,5.34,11.98,0.64,75.94,0,3.09,4.9474,5.671,102.05,5.31,21.95,7.6843,London
4/4/2023,5.93,13.14,-0.46,73.73,0,1.72,5.7127,5.7708,101.78,5.09,22.95,7.7674,London
4/5/2023,6.84,12.08,0.08,82.75,2.33,2.03,2.7014,5.2111,101.09,13.76,98.93,7.8504,London
4/6/2023,9.32,13.21,4.55,85.74,2.91,3.54,3.2938,5.6657,100.47,15.14,70.2,7.9334,London
4/7/2023,7.82,13.84,3.17,79.02,0.17,2.12,5.5154,6.0418,101.15,9.08,20.85,8.0162,London
4/8/2023,8.01,14.07,3.01,82.92,0.06,1.34,4.9822,5.9018,101.63,9.51,65.27,8.0969,London
4/9/2023,9.36,15.38,4.01,81.98,0.05,2.64,4.3798,5.533,101.19,11.88,89.34,8.1766,London
4/10/2023,10.48,14.72,6.2,84.7,8.53,5.57,3.5165,5.7821,100.09,17.53,67.35,8.256,London
4/11/2023,8.19,12.36,4.3,85.77,6.1,5.52,3.3125,5.91,99.87,13.76,67.99,8.3357,London
4/12/2023,6.81,9.89,3.33,85.48,3.55,6.06,4.0253,6.1862,98.43,10.93,69.61,8.4154,London
4/13/2023,7.64,12.02,2.91,75.24,0.34,4.74,5.5582,6.4154,99.22,8.13,49.63,8.4948,London
4/14/2023,7.25,11.45,2.27,85.71,8.13,2.97,2.3376,5.868,99.55,13.7,96.89,8.5721,London
4/15/2023,9.06,13.63,5.9,84.09,1.31,2.69,3.6962,5.9338,100.87,14.22,77.45,8.6498,London
4/16/2023,10.49,15.13,5.75,83.71,0.33,1.03,3.0602,6.0091,101.66,18.14,99.63,8.7266,London
4/17/2023,10.69,16.02,6.53,79.04,0.16,2.38,3.2585,6.0434,101.85,14.67,72.72,8.8027,London
4/18/2023,8.39,12.2,4.34,80.79,0.09,4.77,4.3764,6.3235,101.79,12.16,71.97,8.8778,London
4/19/2023,9.98,15.27,5.53,76.75,0.02,5.16,3.7186,6.155,101.56,12.49,55.38,8.953,London
4/20/2023,8.24,14.34,3.65,74.77,1.11,4.76,6.4656,6.6218,101.13,10.23,20.66,9.0271,London
4/21/2023,7.42,10.96,4.7,87.58,2.97,2.46,2.183,5.9412,100.24,12.53,70.52,9.102,London
4/22/2023,9.16,13.37,4.66,82.11,1.01,2.06,3.601,6.2251,99.62,14.96,85.11,9.1771,London
4/23/2023,9.99,12.18,6.54,89.12,6.21,3.07,3.4517,6.2006,99.18,17.72,91.25,9.2498,London
4/24/2023,7.65,11.47,4.12,85.1,8.48,2.58,2.771,6.343,100.05,13.9,88.32,9.3211,London
4/25/2023,6.43,11.69,1.07,74.08,0.06,2.31,5.9534,7.0697,100.85,7.58,55.16,9.391,London
4/26/2023,7.74,12.16,2.8,75.26,0.06,2.31,3.0146,6.7634,100.89,12.58,95.89,9.4601,London
4/27/2023,8.96,12.81,3.79,82.26,5.8,3.86,2.1785,6.3014,100.55,17.56,86.07,9.5275,London
4/28/2023,12.44,17.26,6.51,86.62,1.21,3.09,3.6194,6.6655,100.24,17.72,61.67,9.5952,London
4/29/2023,10.99,17.6,5.83,80.09,0.04,1.53,5.2807,6.8254,101.15,16.56,55.81,9.6617,London
4/30/2023,11.32,16.91,5.59,81.51,0.07,1.95,3.6026,6.3866,101.14,15.89,84.42,9.7303,London
5/1/2023,11.89,16.44,7.11,85.74,1.41,2.18,4.0214,7.0116,100.88,17.86,70.86,9.798,London
5/2/2023,10.51,15.12,5.48,82.83,0.26,2.6,3.6173,6.967,101.7,14.44,83.89,9.864,London
5/3/2023,9.27,14.33,4.05,74.37,0,3.69,6.4615,7.1249,101.61,12.44,81.75,9.9274,London
5/4/2023,12.99,18.57,7.53,82.39,0.23,3.83,4.7666,6.9024,100.58,18.58,89.62,9.9876,London
5/5/2023,12.87,16.85,8.84,87.12,2.06,3.07,4.8326,7.1894,100.5,19.75,83.9,10.0495,London
5/6/2023,12.17,14.61,8.47,93.76,7.9,2.7,1.8468,7.0001,100.47,23.94,93.16,10.1088,London
5/7/2023,14.86,20.06,9.15,84.42,1.54,1.5,4.7628,7.307,100.78,20.58,93.81,10.1671,London
5/8/2023,12.66,16.2,9.36,88.23,8.33,3.14,2.4538,7.1945,100.92,26.08,97.98,10.2254,London
5/9/2023,13.8,18.03,10.9,89.45,9.96,2.29,3.7102,7.1304,100.1,23.56,93.57,10.2838,London
5/10/2023,12.86,17.2,8.99,84.95,3.4,2.6,5.1154,7.4527,100.33,19.11,68.59,10.343,London
5/11/2023,12.51,17.16,7.44,79.35,1.02,1,5.0875,7.3999,100.69,17,79.09,10.4011,London
5/12/2023,10.42,14.33,8.23,90.1,3.83,4.91,3.6598,7.3356,101.28,19.73,87.25,10.4551,London
5/13/2023,11.76,17.73,7.31,84.5,0.42,3.57,3.6758,7.5475,101.59,15.6,84.82,10.5079,London
5/14/2023,12.79,19.94,6.77,81.92,0.2,1.59,5.7566,7.3745,101.07,16.07,92.67,10.5598,London
5/15/2023,11.31,15.31,6.73,74.78,0.34,3.65,5.9186,7.9651,101.05,13.49,74.18,10.6104,London
5/16/2023,11.12,16.99,3.98,76.63,0.03,2.53,6.2993,7.5936,101.55,13.63,34.1,10.6601,London
5/17/2023,12.29,17.57,6.57,79.73,0.1,1.93,5.4058,7.3987,101.88,16.97,73.17,10.709,London
5/18/2023,12.69,18.14,7.26,75.46,0.04,1.57,5.5166,6.9218,101.88,18.16,92.87,10.757,London
5/19/2023,11.49,16.27,6.98,79.37,0.65,2.13,4.4544,7.0625,101.79,18.47,75.12,10.8031,London
5/20/2023,12.42,18.76,6.37,75.02,0.18,4.06,7.231,7.9387,101.53,12.95,24.9,10.8475,London
5/21/2023,12.88,18.67,7.14,77.01,0.01,4.03,6.4118,7.9963,101.21,15.31,33.58,10.889,London
5/22/2023,13.5,19.88,8.62,76.48,0.02,4.09,5.2685,7.6291,101.19,18.96,49.32,10.9289,London
5/23/2023,12.13,17.09,7.3,77.29,0.01,2.68,5.7739,7.5677,101.71,17.75,71.53,10.9663,London
5/24/2023,13.88,20.3,7.03,78.69,0.01,2.26,7.4347,7.8149,101.64,20.78,47.12,11.0064,London
5/25/2023,13.05,18.52,7.8,78.37,0.04,2.95,6.7582,7.8718,102.02,17.75,33.64,11.0458,London
5/26/2023,12.11,17.72,6.58,74.67,0.01,3.8,8.0189,8.1322,102.2,11.3,8.63,11.0839,London
5/27/2023,12.59,18.76,6.99,78.14,0.02,2.61,7.9114,8.1082,101.7,9.81,21.47,11.1197,London
5/28/2023,13.39,20.05,5.8,71.53,0.01,3.67,6.8599,7.7482,101.44,13.93,52.91,11.1569,London
5/29/2023,11.57,16.55,6.67,72.07,0,4.63,7.0015,8.1154,101.83,12.25,48.2,11.1919,London
5/30/2023,12.68,18.06,7.19,77.29,0.11,4.68,6.235,8.1804,101.96,15.76,57.77,11.2246,London
5/31/2023,13.75,18.99,10,79.84,0.19,4.38,5.214,8.1629,101.74,16.42,63,11.2558,London
6/1/2023,13.34,18.7,9.21,74.82,0.05,4.25,5.857,8.3258,101.58,13.43,60.29,11.285,London
6/2/2023,12.57,17.66,7.75,69.22,0.01,4.13,6.9442,8.4156,101.51,11.87,46.15,11.3119,London
6/3/2023,14.05,20.74,7.67,75.58,0.06,3.98,7.098,8.2769,101.41,15.14,39.48,11.3376,London
6/4/2023,13.93,20.11,7.99,73.69,0.02,3.68,8.2051,8.2548,101.49,12.75,8.22,11.3635,London
6/5/2023,13.06,18.6,8.23,76.22,0.07,3.5,5.2783,8.1898,101.48,13.22,59.48,11.3875,London
